time,src_computer,resolved_computer
32341,C24806,C1707
32341,C3380,C22841
32343,C3044,C1707
32345,C11142,C529
32345,C27171,C1685
32350,C11315,C467
32350,C11315,C528
32350,C2492,C457
32350,C3380,C22841
32351,C806,C706
32355,C3122,C5030
32360,C10430,C1065
32364,C2320,C5640
32367,C5939,C529
32368,C2769,C586
32368,C5939,C625
32370,C5939,C467
32376,C1936,C1944
32377,C11336,C457
32377,C11336,C467
32377,C11336,C528
32377,C11336,C529
32377,C2827,C5030
32381,C10239,C1685
32384,C10799,C231
32384,C11346,C1065
32384,C11346,C586
32385,C11142,C706
32388,C11161,C529
32390,C11336,C359
32390,C159,C359
32391,C1800,C457
32394,C6281,C585
32396,C11004,C706
32396,C11315,C1065
32396,C11336,C586
32398,C10239,C1867
32399,C11336,C528
32399,C23640,C1685
32399,C23640,C1707
32400,C2492,C457
32400,C4271,C706
32401,C11132,C529
32401,C11336,C457
32401,C5782,C10293
32401,C5782,C10694
32401,C5782,C25028
32402,C11336,C467
32402,C18184,C18184
32402,C5782,C16712
32403,C11336,C5030
32403,C3380,C22841
32404,C10951,C754
32408,C2303,C5030
32409,C4988,C5030
32410,C2492,C457
32410,C992,C5030
32411,C10694,C1685
32411,C2480,C1707
32411,C3380,C22841
32412,C10694,C1685
32415,C5913,C706
32416,C5913,C706
32417,C5913,C706
32421,C11114,C706
32424,C4254,C1685
32425,C7298,C706
32427,C11132,C706
32431,C10694,C1685
32431,C11161,C706
32431,C3254,C1707
32432,C5948,C586
32436,C2428,C1685
32436,C9219,C1065
32437,C10355,C1707
32438,C11315,C529
32438,C2428,C612
32444,C10694,C1685
32451,C1506,C5030
32453,C10704,C754
32454,C608,C706
32456,C11336,C529
32462,C14014,C1883
32462,C14270,C1883
32462,C17276,C1883
32462,C18636,C1883
32462,C22976,C1883
32462,C24436,C24436
32462,C26743,C26743
32462,C5948,C2109
32462,C6335,C1883
32462,C9063,C1883
32463,C13488,C1883
32463,C18345,C1883
32463,C19131,C1883
32463,C23931,C1883
32463,C25022,C1883
32463,C27086,C1883
32463,C3607,C1883
32463,C5828,C1883
32463,C9201,C1883
32464,C14343,C1883
32464,C23396,C1883
32464,C23640,C1883
32464,C24806,C1883
32464,C9219,C2021
32465,C1108,C706
32465,C3380,C22841
32465,C3484,C5030
32468,C10694,C1685
32468,C22724,C1883
32468,C2321,C5030
32470,C2492,C457
32472,C11315,C5136
32472,C3380,C22841
32475,C10799,C754
32478,C11315,C586
32478,C7298,C3193
32479,C24464,C625
32481,C24464,C457
32483,C4581,C1707
32483,C6281,C586
32486,C11346,C625
32486,C2229,C1685
32487,C2428,C1065
32488,C9219,C528
32489,C10694,C1685
32489,C24464,C586
32490,C2428,C528
32493,C11455,C529
32493,C11455,C586
32494,C11455,C1065
32494,C11455,C2109
32494,C11455,C457
32495,C11455,C2109
32495,C2480,C10952
32496,C24464,C706
32496,C5642,C612
32496,C5642,C625
32501,C11315,C231
32503,C11132,C231
32504,C24464,C231
32504,C24464,C5030
32505,C2492,C457
32505,C6407,C1685
32510,C11475,C2109
32510,C11475,C457
32510,C11475,C467
32511,C11475,C1065
32511,C1515,C529
32512,C4835,C2436
32513,C1515,C529
32513,C9921,C5720
32513,C9921,C5736
32513,C9921,C585
32515,C11455,C467
32515,C11455,C612
32515,C6037,C706
32518,C24464,C612
32519,C2278,C26244
32520,C9921,C743
32523,C2201,C1065
32523,C2201,C2109
32523,C2201,C457
32523,C2201,C529
32523,C2201,C612
32523,C9921,C5932
32524,C10694,C1685
32525,C10694,C1685
32525,C11346,C5030
32527,C11488,C1065
32527,C11488,C457
32527,C11488,C467
32527,C11488,C586
32527,C11488,C625
32527,C3380,C22841
32528,C11488,C528
32528,C11488,C529
32528,C11488,C612
32528,C24464,C625
32529,C11488,C625
32529,C5948,C2109
32529,C5948,C528
32530,C2492,C457
32531,C11455,C1065
32531,C5948,C2109
32532,C5948,C1065
32533,C24464,C1707
32533,C3380,C22841
32533,C626,C1707
32534,C11455,C1707
32536,C11455,C1707
32536,C11455,C529
32536,C7298,C5030
32537,C11346,C529
32537,C5763,C9884
32540,C4377,C1707
32542,C11346,C231
32542,C421,C5030
32542,C5857,C1685
32543,C5857,C1685
32547,C11004,C231
32547,C881,C706
32548,C11161,C5030
32549,C2517,C1707
32551,C24464,C1065
32554,C13488,C1685
32554,C13488,C1707
32555,C11336,C706
32555,C2514,C706
32557,C11132,C743
32557,C3198,C1707
32558,C11132,C5721
32558,C11346,C467
32558,C2159,C5030
32559,C11039,C528
32559,C11132,C754
32560,C2480,C7882
32560,C4651,C1707
32564,C11346,C1685
32564,C27171,C586
32564,C4616,C706
32565,C11315,C1685
32568,C11346,C1065
32568,C11455,C586
32571,C11315,C231
32572,C27171,C5640
32573,C3381,C1685
32573,C484,C706
32573,C9219,C1707
32574,C9219,C1707
32575,C3198,C706
32576,C9578,C1685
32577,C7040,C1685
32578,C7040,C1707
32579,C11161,C231
32579,C11535,C612
32587,C1800,C1685
32589,C3380,C22841
32590,C2492,C457
32591,C5948,C586
32591,C5948,C612
32591,C6346,C612
32593,C11336,C231
32593,C5948,C612
32593,C6346,C612
32594,C3380,C22841
32594,C5948,C1065
32594,C6346,C612
32596,C5763,C5517
32596,C6346,C1065
32598,C4618,C5030
32598,C6346,C612
32599,C11557,C1065
32599,C11557,C1685
32599,C11557,C529
32599,C11557,C612
32599,C6346,C529
32602,C10704,C2174
32602,C11557,C1685
32603,C11557,C359
32603,C6346,C612
32606,C11557,C1685
32606,C6346,C1065
32607,C6346,C1065
32609,C3457,C5030
32610,C11564,C1065
32610,C11564,C529
32613,C5939,C5030
32614,C5939,C5030
32615,C11557,C586
32616,C11315,C467
32617,C11571,C586
32619,C768,C612
32620,C814,C1685
32623,C11315,C528
32629,C920,C1685
32633,C11596,C529
32633,C24057,C1707
32636,C3484,C706
32636,C366,C706
32643,C2533,C1685
32644,C768,C586
32646,C2459,C706
32646,C709,C1707
32647,C5279,C1685
32648,C11564,C467
32650,C2492,C457
32651,C3380,C22841
32653,C3238,C5030
32654,C11488,C5030
32655,C2464,C1707
32655,C3380,C22841
32656,C5913,C529
32662,C64,C1707
32666,C7298,C1550
32668,C11346,C231
32669,C7904,C612
32672,C11571,C1065
32672,C2459,C5030
32673,C1515,C1065
32673,C1515,C467
32673,C1515,C528
32673,C1515,C612
32673,C1515,C625
32674,C768,C1065
32675,C10951,C2174
32675,C11596,C612
32675,C366,C1685
32675,C806,C1685
32677,C2584,C706
32677,C5939,C586
32677,C8958,C5720
32677,C8958,C585
32678,C11643,C1685
32685,C3715,C528
32687,C11488,C467
32688,C1515,C5030
32690,C5638,C1707
32691,C1300,C5030
32693,C1515,C5030
32694,C1515,C1065
32694,C1515,C612
32695,C1515,C1685
32695,C1515,C467
32696,C11564,C1065
32696,C3715,C586
32697,C11596,C5030
32697,C1515,C1685
32699,C5913,C231
32700,C2492,C457
32707,C453,C1707
32708,C11564,C467
32708,C453,C1707
32708,C5782,C10293
32708,C5782,C5827
32710,C11658,C467
32710,C2492,C457
32711,C11658,C1065
32713,C11564,C1685
32713,C11564,C231
32713,C3380,C22841
32715,C11114,C754
32716,C3380,C22841
32718,C2626,C1685
32718,C5913,C529
32719,C11557,C1707
32719,C2683,C1685
32720,C6857,C1707
32722,C7298,C6435
32723,C11161,C754
32723,C11596,C1685
32723,C5939,C529
32723,C9063,C359
32725,C11596,C586
32725,C14783,C1685
32725,C5939,C1065
32725,C5939,C467
32729,C11315,C706
32730,C11488,C586
32730,C11488,C625
32733,C11564,C2109
32733,C11564,C529
32733,C11596,C612
32735,C14783,C1707
32735,C2436,C5030
32737,C14783,C14783
32738,C10397,C140
32740,C11596,C528
32741,C10694,C1707
32742,C10694,C1707
32742,C11004,C754
32742,C11571,C457
32742,C2772,C1883
32743,C22113,C1685
32744,C22113,C1707
32744,C4653,C5030
32744,C9201,C9201
32746,C11571,C1065
32746,C1928,C1707
32747,C11488,C706
32748,C11557,C457
32749,C11686,C586
32750,C11564,C5720
32750,C11564,C5736
32750,C11564,C743
32754,C2626,C585
32755,C2438,C706
32755,C2626,C743
32757,C11571,C586
32762,C11564,C585
32763,C11564,C5932
32763,C9627,C3873
32768,C1142,C706
32769,C11557,C706
32770,C11571,C1707
32770,C2492,C457
32774,C2760,C5030
32775,C11488,C231
32775,C3380,C22841
32776,C2278,C706
32776,C7863,C1685
32777,C2989,C5030
32777,C3380,C22841
32778,C4291,C1944
32779,C1515,C528
32779,C709,C529
32783,C5939,C612
32784,C2480,C11431
32784,C5939,C625
32785,C5939,C528
32786,C5939,C586
32789,C6346,C612
32790,C3165,C529
32790,C3165,C706
32792,C4545,C457
32793,C1191,C1685
32796,C3444,C706
32807,C2438,C11139
32814,C11455,C706
32815,C1954,C5030
32816,C5176,C706
32816,C6346,C1707
32817,C1515,C706
32819,C11658,C5030
32822,C902,C1685
32823,C10694,C1685
32828,C4559,C1685
32829,C831,C1685
32830,C11161,C1065
32830,C2492,C457
32830,C831,C1685
32831,C11658,C1685
32833,C11346,C706
32833,C18345,C18345
32836,C7298,C7100
32837,C3380,C22841
32837,C4131,C1685
32838,C3380,C22841
32839,C3380,C22841
32840,C11161,C457
32840,C11161,C585
32841,C11161,C5721
32842,C11596,C457
32843,C11768,C467
32843,C11768,C612
32844,C10694,C1685
32844,C11768,C457
32844,C11768,C529
32846,C11768,C457
32848,C1295,C1707
32848,C1750,C1685
32848,C5763,C3682
32849,C11571,C231
32850,C17065,C1883
32850,C5763,C1027
32852,C11161,C743
32862,C11768,C586
32862,C6346,C586
32864,C11132,C2174
32864,C11658,C1065
32864,C11768,C2109
32865,C11768,C1065
32865,C11768,C457
32865,C9627,C1003
32866,C11768,C612
32868,C11768,C1707
32868,C11768,C467
32870,C11596,C706
32871,C3021,C706
32881,C154,C1707
32884,C9696,C1707
32887,C8951,C529
32890,C2492,C457
32890,C7312,C706
32891,C11768,C529
32892,C11827,C2109
32892,C11827,C467
32893,C11004,C2174
32896,C11114,C3349
32899,C11004,C586
32899,C11004,C612
32899,C3380,C22841
32900,C3380,C22841
32901,C12016,C1707
32901,C3380,C22841
32902,C12016,C1685
32903,C3143,C1707
32904,C11885,C1065
32904,C11885,C2109
32905,C11571,C467
32905,C6897,C743
32906,C11658,C528
32908,C7955,C1685
32909,C1796,C1707
32910,C2480,C8677
32911,C11658,C467
32914,C768,C1685
32915,C9219,C528
32917,C9219,C528
32926,C2735,C5030
32927,C6367,C1685
32927,C657,C1685
32928,C11114,C2174
32931,C17731,C5030
32935,C11455,C231
32935,C11658,C231
32936,C9921,C3349
32939,C453,C1707
32943,C11658,C5136
32943,C1420,C1685
32943,C5948,C528
32944,C11658,C22529
32944,C11917,C612
32944,C122,C1707
32944,C5948,C2109
32946,C11827,C1685
32946,C17065,C1685
32946,C17065,C1707
32946,C5948,C529
32946,C5948,C586
32950,C19517,C5900
32950,C2492,C457
32951,C2077,C5030
32954,C11900,C457
32954,C11900,C528
32954,C11900,C529
32954,C11900,C612
32954,C11900,C625
32955,C11917,C1685
32957,C11658,C5136
32957,C768,C612
32958,C11571,C5721
32958,C11571,C585
32958,C11658,C22529
32958,C5939,C359
32958,C6238,C529
32959,C2769,C1707
32959,C5939,C359
32960,C58,C5030
32961,C3380,C22841
32962,C2320,C467
32962,C3380,C22841
32962,C6346,C586
32963,C24854,C1685
32963,C3380,C22841
32964,C24854,C1707
32964,C2827,C1685
32966,C5939,C706
32967,C11658,C22529
32967,C11658,C5136
32967,C2159,C743
32967,C24464,C2109
32967,C24464,C467
32967,C24464,C529
32968,C24464,C1065
32968,C24464,C467
32968,C24464,C529
32968,C24464,C612
32969,C24464,C2109
32969,C2769,C5030
32970,C2159,C46
32970,C5939,C706
32971,C12016,C5900
32971,C5939,C706
32972,C2159,C585
32972,C5939,C706
32973,C5939,C706
32973,C768,C1065
32974,C5939,C706
32975,C5939,C706
32976,C5939,C706
32977,C11885,C5030
32977,C5939,C706
32978,C5939,C706
32979,C5939,C706
32980,C3664,C5030
32980,C768,C586
32981,C7904,C1685
32981,C843,C1685
32984,C12016,C359
32985,C11596,C231
32987,C11641,C231
32988,C11768,C5721
32988,C11768,C585
32989,C631,C706
32996,C11658,C5136
32996,C18184,C6616
32997,C11658,C22529
33000,C12177,C1685
33000,C12177,C1707
33000,C2492,C457
33001,C22479,C22479
33002,C2299,C1685
33002,C2480,C10561
33003,C5948,C1065
33003,C5948,C586
33004,C11917,C586
33005,C11658,C22529
33005,C11658,C5136
33005,C5948,C612
33006,C5948,C2109
33007,C1750,C706
33007,C2760,C612
33010,C2492,C457
33016,C11827,C706
33017,C1750,C706
33019,C11885,C1065
33021,C11885,C2109
33021,C3380,C22841
33021,C8147,C1707
33022,C24464,C5030
33022,C4988,C586
33023,C3380,C22841
33024,C11557,C231
33024,C3380,C22841
33025,C11885,C1707
33025,C12016,C1883
33027,C6758,C1707
33028,C11658,C22529
33028,C11658,C5136
33030,C11768,C1707
33032,C2320,C5640
33034,C4693,C5030
33036,C11658,C22529
33036,C11658,C5136
33039,C11346,C754
33039,C24464,C586
33040,C4367,C5030
33040,C515,C1707
33042,C1936,C467
33045,C6810,C625
33046,C6810,C625
33049,C6810,C625
33052,C11768,C706
33053,C2640,C706
33053,C6810,C586
33055,C11996,C586
33055,C421,C1065
33056,C1936,C2079
33056,C6810,C625
33060,C6810,C586
33062,C12177,C12177
33062,C6810,C586
33064,C11142,C2109
33064,C1645,C1685
33064,C6810,C528
33065,C24464,C1707
33066,C24464,C1707
33067,C11768,C1707
33068,C12019,C1065
33068,C12019,C529
33068,C12019,C625
33068,C6810,C625
33069,C12019,C467
33069,C12019,C528
33070,C2492,C457
33073,C12024,C2109
33074,C6810,C586
33077,C12030,C586
33077,C12030,C625
33077,C19,C528
33077,C6810,C586
33078,C12030,C612
33078,C19,C5030
33080,C9063,C1685
33080,C9063,C1707
33081,C11768,C231
33081,C1506,C1707
33082,C515,C5030
33082,C6810,C586
33083,C3380,C22841
33084,C6810,C625
33085,C3380,C22841
33085,C421,C1065
33086,C12038,C1065
33086,C12038,C1685
33086,C12038,C529
33086,C3380,C22841
33086,C6810,C625
33087,C11596,C754
33087,C3990,C706
33088,C12038,C231
33089,C11917,C706
33090,C12038,C528
33093,C12038,C586
33094,C6857,C2109
33094,C6857,C529
33095,C5939,C706
33097,C1936,C2079
33097,C274,C1707
33099,C11827,C231
33101,C11455,C3349
33104,C3990,C706
33105,C11571,C625
33105,C3990,C706
33106,C6810,C625
33107,C10355,C2174
33108,C11885,C5463
33108,C11885,C5720
33108,C11885,C743
33112,C11996,C2109
33112,C17731,C706
33112,C8914,C2174
33112,C992,C1707
33116,C12177,C5900
33116,C6037,C5030
33117,C11336,C586
33118,C12078,C528
33118,C12078,C612
33118,C12078,C625
33119,C11161,C2174
33119,C6810,C625
33119,C9219,C448
33120,C12038,C5030
33120,C3021,C2436
33121,C6810,C625
33122,C25022,C1685
33123,C337,C5030
33124,C11885,C5721
33124,C6810,C625
33128,C6758,C625
33128,C6810,C586
33130,C2492,C457
33131,C6810,C528
33133,C11996,C457
33134,C11346,C529
33137,C11996,C5030
33137,C1750,C706
33137,C24464,C529
33138,C24464,C467
33138,C9063,C359
33139,C6810,C625
33143,C11996,C5030
33144,C3380,C22841
33144,C6810,C586
33145,C11996,C1685
33145,C2438,C1685
33146,C12038,C706
33146,C2438,C1685
33147,C3380,C22841
33147,C3451,C5030
33148,C2320,C467
33148,C6810,C586
33150,C2769,C706
33152,C6810,C1685
33153,C6810,C1685
33154,C11996,C586
33154,C12038,C467
33154,C12038,C612
33154,C22494,C22494
33156,C26743,C26743
33158,C12177,C1883
33159,C11346,C586
33161,C5948,C586
33164,C5939,C529
33165,C5939,C2109
33166,C5939,C612
33167,C5939,C467
33168,C24464,C706
33170,C6509,C612
33171,C11996,C231
33189,C902,C612
33190,C12038,C231
33190,C2492,C457
33191,C12147,C2109
33191,C12147,C529
33192,C8443,C1685
33192,C8443,C1707
33193,C6810,C625
33194,C6810,C625
33198,C1357,C1707
33200,C2159,C15644
33200,C894,C706
33203,C6810,C586
33204,C161,C359
33205,C3380,C22841
33207,C12038,C529
33208,C12038,C706
33209,C11827,C3349
33209,C3380,C22841
33215,C194,C5030
33215,C6810,C625
33216,C12172,C2109
33216,C12172,C529
33216,C12172,C612
33217,C12172,C467
33217,C12172,C528
33217,C6810,C625
33218,C6810,C625
33219,C12177,C457
33220,C11571,C706
33221,C3380,C22841
33221,C5638,C706
33224,C1804,C706
33225,C4337,C706
33225,C5939,C467
33225,C5939,C612
33225,C7904,C706
33226,C3990,C706
33227,C5939,C1065
33228,C5939,C586
33234,C2769,C6167
33234,C2798,C1685
33236,C159,C706
33243,C2493,C706
33248,C12038,C1685
33249,C10529,C1065
33249,C10529,C457
33249,C10529,C467
33249,C12172,C5030
33249,C1748,C5030
33249,C4722,C706
33250,C10529,C4407
33250,C11315,C586
33250,C12168,C5030
33250,C2492,C457
33251,C12168,C625
33252,C10529,C5463
33252,C10529,C5721
33252,C10529,C585
33252,C10529,C5932
33252,C10529,C743
33252,C12038,C528
33252,C12168,C612
33253,C12147,C586
33254,C12168,C1707
33258,C10529,C18135
33259,C10529,C18135
33259,C12168,C5030
33259,C12172,C5030
33259,C1748,C706
33263,C12093,C5030
33265,C12093,C586
33265,C12172,C1685
33267,C6184,C3873
33270,C12093,C5136
33271,C253,C5030
33271,C3380,C22841
33273,C1936,C1685
33280,C2769,C1533
33280,C4508,C467
33281,C4508,C5030
33282,C11346,C2174
33286,C12172,C528
33286,C12172,C612
33288,C12172,C5297
33288,C12172,C5736
33288,C3030,C706
33290,C11142,C5297
33292,C1420,C706
33292,C881,C457
33293,C7863,C706
33294,C11596,C2174
33300,C2492,C457
33302,C11996,C1065
33304,C12093,C1707
33304,C1295,C467
33306,C7298,C6963
33308,C4600,C1707
33308,C5154,C706
33309,C12093,C1707
33309,C12257,C1707
33309,C12257,C528
33310,C12257,C586
33310,C2492,C457
33311,C12257,C467
33311,C22494,C22494
33314,C12257,C457
33314,C58,C706
33315,C12257,C612
33316,C12257,C1707
33316,C12257,C457
33319,C8559,C1065
33321,C22724,C1685
33321,C22724,C1707
33324,C12147,C586
33325,C1191,C456
33326,C12257,C5030
33327,C2299,C706
33327,C3380,C22841
33327,C8388,C1685
33328,C2159,C706
33330,C6335,C6335
33331,C12168,C706
33332,C4581,C706
33333,C12257,C706
33333,C3380,C22841
33335,C1191,C419
33336,C12147,C231
33336,C12257,C529
33337,C12257,C1065
33338,C11885,C706
33339,C2640,C5030
33339,C7298,C7077
33341,C11996,C5136
33342,C11996,C22529
33346,C1653,C5030
33350,C5176,C5030
33351,C12168,C231
33351,C7955,C706
33355,C11641,C3028
33356,C11996,C22529
33356,C11996,C5136
33358,C1243,C5030
33360,C4081,C5030
33362,C11641,C1503
33362,C11641,C742
33365,C11996,C22529
33365,C11996,C5136
33365,C5948,C2109
33366,C7991,C1685
33368,C12257,C1065
33369,C8357,C1707
33370,C12257,C1065
33370,C2492,C457
33372,C12289,C529
33374,C12147,C2109
33374,C2475,C5030
33375,C12147,C1065
33377,C11996,C5136
33377,C5811,C457
33378,C11996,C22529
33378,C253,C706
33378,C5811,C528
33378,C5948,C2109
33378,C5948,C529
33379,C12257,C1685
33379,C3496,C5030
33379,C5811,C528
33380,C1423,C1707
33380,C5948,C528
33380,C8623,C625
33381,C5948,C467
33386,C11996,C22529
33386,C11996,C5136
33387,C12318,C1065
33387,C12318,C2109
33387,C12318,C529
33388,C12318,C457
33388,C12318,C625
33388,C3380,C22841
33389,C12318,C467
33395,C3380,C22841
33396,C11557,C528
33398,C2827,C743
33404,C12318,C5030
33405,C5939,C586
33405,C94,C5030
33407,C3204,C1707
33409,C1947,C5030
33410,C12172,C2109
33410,C4653,C1707
33411,C12172,C529
33411,C4081,C706
33412,C12147,C706
33412,C12257,C231
33413,C11996,C706
33413,C24436,C24436
33415,C3405,C1685
33416,C12347,C457
33416,C12347,C467
33416,C12347,C586
33416,C12347,C625
33419,C12347,C1065
33420,C12172,C706
33420,C12318,C529
33423,C12318,C1685
33424,C11768,C3349
33425,C12318,C1685
33427,C17586,C17586
33427,C5811,C1065
33427,C5811,C529
33428,C11571,C754
33428,C2626,C6153
33430,C2492,C457
33434,C12147,C529
33436,C12093,C457
33437,C3544,C1707
33438,C12347,C528
33438,C12347,C612
33438,C12360,C457
33438,C12360,C612
33438,C8310,C5030
33441,C3380,C5588
33441,C3451,C1685
33441,C5948,C467
33441,C5948,C625
33442,C11557,C3349
33443,C5948,C529
33444,C4337,C5030
33444,C5948,C2109
33446,C5948,C2109
33447,C5948,C2109
33448,C5857,C1685
33448,C5948,C2109
33449,C3380,C22841
33450,C5948,C2109
33452,C2735,C1685
33452,C5948,C529
33454,C12093,C1065
33457,C3380,C22841
33457,C5948,C2109
33458,C8593,C1685
33460,C3198,C1707
33460,C5948,C586
33462,C3030,C5030
33462,C6346,C5030
33465,C12093,C706
33465,C12393,C2109
33465,C12393,C529
33465,C12393,C586
33466,C12393,C1065
33466,C12393,C528
33466,C12393,C612
33466,C5948,C2109
33470,C18345,C359
33472,C3163,C5030
33472,C5948,C529
33475,C5948,C529
33476,C9219,C1707
33478,C12172,C231
33478,C5763,C3682
33478,C9578,C1685
33479,C12393,C5030
33479,C12406,C2109
33479,C12406,C586
33479,C12406,C612
33480,C17586,C5900
33484,C12406,C625
33484,C4015,C5030
33485,C12414,C1065
33485,C12414,C586
33485,C2769,C7753
33486,C12393,C467
33486,C4550,C1707
33487,C12414,C2109
33487,C12414,C625
33487,C4412,C1685
33488,C12414,C467
33488,C657,C229
33488,C7991,C5030
33490,C4165,C706
33491,C2492,C457
33493,C11557,C2174
33494,C11557,C2174
33494,C12093,C231
33494,C12406,C528
33494,C6238,C1707
33496,C4015,C1707
33497,C9715,C529
33498,C12423,C467
33498,C12423,C528
33499,C24464,C1065
33500,C12406,C1065
33500,C12406,C467
33500,C24464,C5736
33501,C12414,C625
33502,C12393,C1065
33502,C12393,C612
33503,C23724,C5900
33505,C12393,C1685
33505,C5461,C5030
33506,C12414,C359
33507,C12427,C467
33508,C12393,C529
33508,C12427,C586
33508,C12427,C625
33509,C12414,C457
33509,C12427,C1065
33509,C12427,C2109
33510,C12427,C457
33510,C1748,C1685
33510,C3380,C22841
33511,C12427,C457
33512,C12406,C1707
33516,C12414,C586
33516,C3260,C706
33516,C3616,C5030
33518,C12414,C1707
33518,C3260,C706
33519,C12427,C706
33519,C3380,C22841
33520,C2735,C706
33521,C12406,C2109
33521,C12406,C612
33521,C3380,C22841
33521,C814,C1685
33522,C12406,C457
33522,C12406,C586
33522,C12414,C1065
33522,C12414,C612
33524,C12414,C467
33526,C12445,C1707
33526,C12445,C5030
33526,C58,C1707
33527,C12257,C2109
33527,C12257,C457
33527,C12257,C467
33527,C12257,C528
33527,C12257,C529
33527,C12360,C5030
33527,C12445,C3396
33528,C12414,C2109
33529,C13023,C1685
33530,C12257,C457
33533,C12427,C5030
33534,C24057,C1685
33540,C1936,C4222
33540,C5763,C683
33542,C6037,C625
33543,C421,C1065
33545,C11557,C2174
33545,C1954,C706
33545,C5763,C3112
33546,C11557,C2174
33546,C12347,C5030
33548,C12445,C467
33548,C12445,C5721
33548,C12445,C743
33549,C12445,C457
33549,C12445,C625
33549,C2640,C625
33550,C12257,C359
33550,C12393,C528
33550,C18309,C359
33551,C12445,C2162
33551,C2492,C457
33551,C4988,C1685
33553,C12427,C529
33553,C4232,C706
33553,C657,C1685
33554,C12257,C5030
33555,C12423,C5030
33557,C8147,C706
33558,C3238,C706
33559,C12257,C586
33560,C3544,C706
33561,C2798,C706
33562,C1905,C706
33563,C5939,C612
33563,C6346,C612
33564,C11564,C706
33564,C12257,C1707
33564,C5939,C529
33565,C5939,C2109
33565,C8400,C706
33566,C12393,C706
33566,C6346,C612
33567,C12257,C1707
33568,C12406,C5030
33568,C6346,C1065
33569,C12318,C586
33569,C4367,C1685
33569,C6346,C612
33570,C6346,C529
33571,C12347,C586
33571,C3380,C22841
33572,C12445,C804
33573,C12347,C612
33573,C421,C1065
33575,C14244,C5698
33575,C6346,C612
33576,C12347,C1685
33576,C12423,C467
33576,C1936,C1944
33578,C12393,C586
33580,C12360,C2109
33580,C12423,C1685
33581,C12360,C231
33581,C3380,C22841
33581,C5332,C5030
33583,C11768,C586
33583,C12257,C528
33584,C12257,C529
33587,C12427,C231
33587,C8388,C706
33589,C12414,C359
